#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260813    01:28:10       1     49     26     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:28:20       1     49     26     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:28:31       1     49     26     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:28:41       1     49     25     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:28:51       1     49     25     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:29:01       1     49     25     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:29:11       1     49     25     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:29:21       1     49     25     24      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:29:31       1     49     25     23      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:29:41       1     49     25     23      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    01:29:51       1     49     25     24      0      0      0      0      0      0   1593    210      0      1      0 
