#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260813    16:24:56       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:25:06       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:25:16       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:25:26       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:25:36       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:25:46       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:25:56       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:26:06       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:26:16       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:26:26       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:26:36       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:26:46       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:26:56       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:27:06       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:27:16       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:27:26       1     56     29     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:27:36       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:27:46       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:27:56       1     56     29     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:28:06       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:28:16       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
