#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260813    15:28:44       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:28:54       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:29:04       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:29:14       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:29:24       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:29:34       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:29:44       1     56     29     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:29:54       1     56     29     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:30:04       1     56     29     48      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:30:14       1     56     29     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:30:24       1     56     29     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:30:35       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:30:45       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:30:55       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:31:05       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:31:15       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:31:25       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:31:35       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:31:45       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:31:55       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:32:05       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:32:15       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:32:25       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:32:35       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    15:32:45       1     56     30     47      0      0      0      0      0      0   1593    210      0      1      0 
