#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260813    16:48:03       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:48:13       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:48:23       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:48:33       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:48:43       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:48:53       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:49:03       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:49:13       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:49:23       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:49:33       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:49:43       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:49:53       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:50:03       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:50:13       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:50:23       1     56     28     46      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:50:33       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:50:43       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:50:53       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:51:03       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:51:13       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:51:23       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
 20260813    16:51:33       1     56     28     45      0      0      0      0      0      0   1593    210      0      1      0 
